"annotation_id","annotator","created_at","id","lead_time","review","sentiment","updated_at"
63,"1","2026-02-13T18:34:55.752612Z",51,2.013,"An absolute joy to watch from start to finish. Two thumbs way up.","Positive","2026-02-13T18:34:55.752684Z"
64,"1","2026-02-13T18:35:01.078702Z",52,3.778,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.","Neutral","2026-02-13T18:35:01.078747Z"
65,"1","2026-02-13T18:35:07.146097Z",53,4.539,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.","Negative","2026-02-13T18:35:07.146137Z"
66,"1","2026-02-13T18:35:11.226180Z",54,2.568,"Ideally, this should have been great, but something was off. It’s definitely not for everyone.","Neutral","2026-02-13T18:35:11.226224Z"
67,"1","2026-02-13T18:35:14.471890Z",55,1.636,"Finally, a movie that respects the audience. Two thumbs way up.","Positive","2026-02-13T18:35:14.471934Z"
68,"1","2026-02-13T18:35:19.255929Z",56,2.887,"I oscillated between loving and hating this film. It’s definitely not for everyone.","Neutral","2026-02-13T18:35:19.255975Z"
69,"1","2026-02-13T18:35:22.799718Z",57,2.002,"I was completely blown away by this film. Don't miss this one.","Positive","2026-02-13T18:35:22.799762Z"
70,"1","2026-02-13T18:35:26.404059Z",58,2.059,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.","Positive","2026-02-13T18:35:26.404105Z"
71,"1","2026-02-13T18:35:29.414802Z",59,1.335,"Total garbage. A complete misfire.","Negative","2026-02-13T18:35:29.414851Z"
72,"1","2026-02-13T18:35:34.771616Z",60,3.433,"An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.","Negative","2026-02-13T18:35:34.771667Z"
73,"1","2026-02-13T18:35:39.061811Z",61,2.702,"Standard fare for this type of movie. Wait for it to come out on streaming.","Positive","2026-02-13T18:35:39.061871Z"
74,"1","2026-02-13T18:35:46.249879Z",62,2.617,"I have never been so bored in my life. Do not bother.","Negative","2026-02-13T18:35:46.249931Z"
75,"1","2026-02-13T18:35:51.359061Z",63,2.452,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.","Neutral","2026-02-13T18:35:51.359100Z"
76,"1","2026-02-13T18:35:58.040917Z",64,4.524,"It doesn't leave a lasting impression. It serves its purpose as popcorn filler.","Neutral","2026-02-13T18:35:58.040965Z"
77,"1","2026-02-13T18:36:07.018921Z",65,3.672,"It serves its purpose as popcorn filler. If you're bored, give it a shot.","Neutral","2026-02-13T18:36:07.018972Z"
78,"1","2026-02-13T18:36:11.757518Z",66,3.039,"Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.","Neutral","2026-02-13T18:36:11.757563Z"
79,"1","2026-02-13T18:36:17.404825Z",67,4.256,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.","Neutral","2026-02-13T18:36:17.404866Z"
80,"1","2026-02-13T18:36:21.858326Z",68,2.939,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.","Neutral","2026-02-13T18:36:21.858365Z"
81,"1","2026-02-13T18:36:27.683482Z",69,4.323,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.","Positive","2026-02-13T18:36:27.683538Z"
82,"1","2026-02-13T18:36:31.094505Z",70,1.901,"The soundtrack was frankly disjointed. Total garbage.","Negative","2026-02-13T18:36:31.094623Z"
83,"1","2026-02-13T18:36:37.103754Z",71,4.397,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.","Neutral","2026-02-13T18:36:37.103809Z"
84,"1","2026-02-13T18:36:42.616492Z",72,5.485,"The direction was frankly uninspired. I want my two hours back.","Negative","2026-02-13T18:36:47.289989Z"
85,"1","2026-02-13T18:36:53.565629Z",73,4.783,"It has some good moments, especially the direction. I have mixed feelings about this one.","Neutral","2026-02-13T18:36:53.565668Z"
86,"1","2026-02-13T18:36:57.318800Z",74,1.798,"It perfectly balances humor and drama. I was completely blown away by this film.","Positive","2026-02-13T18:36:57.318837Z"
87,"1","2026-02-13T18:37:01.760617Z",75,2.791,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-13T18:37:01.760659Z"
88,"1","2026-02-13T18:37:08.588189Z",76,5.346,"A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.","Positive","2026-02-13T18:37:08.588237Z"
89,"1","2026-02-13T18:37:13.298337Z",77,3.088,"I didn't expect to enjoy this as much as I did. Highly recommended for everyone.","Positive","2026-02-13T18:37:13.298491Z"
90,"1","2026-02-13T18:37:20.672825Z",78,5.511,"Standard fare for this type of movie. Good for a one-time watch.","Neutral","2026-02-13T18:37:20.672872Z"
91,"1","2026-02-13T18:37:25.387436Z",79,3.355,"The plot holes were glaring and the direction was lifeless. What a complete waste of potential.","Negative","2026-02-13T18:37:25.387485Z"
92,"1","2026-02-13T18:37:28.933424Z",80,1.902,"A strange experience overall. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-13T18:37:28.933470Z"
93,"1","2026-02-13T18:37:32.095402Z",81,1.598,"A strange experience overall. A polarizing experience for sure.","Neutral","2026-02-13T18:37:32.095460Z"
94,"1","2026-02-13T18:37:36.775352Z",82,2.944,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.","Neutral","2026-02-13T18:37:36.775393Z"
95,"1","2026-02-13T18:37:39.452106Z",83,1.156,"I have mixed feelings about this one. 6/10 at best.","Neutral","2026-02-13T18:37:39.452161Z"
96,"1","2026-02-13T18:37:44.298466Z",84,2.038,"I struggled to sit through the first half. A complete misfire.","Negative","2026-02-13T18:37:44.298519Z"
97,"1","2026-02-13T18:37:46.925670Z",85,1.089,"An absolute joy to watch from start to finish. Highly recommended for everyone.","Positive","2026-02-13T18:37:46.925722Z"
98,"1","2026-02-13T18:37:56.205824Z",86,1.467,"A frustrating experience. Zero stars if I could give it.","Negative","2026-02-13T18:37:56.205874Z"
99,"1","2026-02-13T18:38:00.099883Z",87,2.202,"An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.","Negative","2026-02-13T18:38:00.099936Z"
100,"1","2026-02-13T18:38:09.716085Z",88,8.067,"It was... fine. It has some good moments, especially the character development. It is what it is.","Neutral","2026-02-13T18:38:09.716278Z"
101,"1","2026-02-13T18:38:13.418487Z",89,2.066,"An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.","Negative","2026-02-13T18:38:13.418614Z"
102,"1","2026-02-13T18:38:18.434636Z",90,2.477,"This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.","Positive","2026-02-13T18:38:18.434710Z"
103,"1","2026-02-13T18:38:22.231192Z",91,2.236,"The screenplay was okay, but forgettable. It was... fine.","Neutral","2026-02-13T18:38:22.231235Z"
104,"1","2026-02-13T18:38:26.951151Z",92,3.069,"A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.","Positive","2026-02-13T18:38:26.951220Z"
105,"1","2026-02-13T18:38:30.764737Z",93,2.238,"I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.","Positive","2026-02-13T18:38:30.764787Z"
106,"1","2026-02-13T18:38:34.632801Z",94,2.104,"It doesn't leave a lasting impression. Middle of the road entertainment.","Neutral","2026-02-13T18:38:34.632848Z"
107,"1","2026-02-13T18:38:40.652199Z",95,4.293,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.","Neutral","2026-02-13T18:38:40.652252Z"
108,"1","2026-02-13T18:38:45.464167Z",96,3.32,"While the lighting shines, the rest is convoluted. I am confused about how I feel.","Neutral","2026-02-13T18:38:45.464210Z"
109,"1","2026-02-13T18:38:50.815379Z",97,3.906,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.","Neutral","2026-02-13T18:38:50.815418Z"
110,"1","2026-02-13T18:38:55.534411Z",98,3.137,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.","Neutral","2026-02-13T18:38:55.534459Z"
111,"1","2026-02-13T18:39:00.693201Z",99,3.28,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-13T18:39:00.693255Z"
3,"1","2026-02-13T18:23:51.684352Z",100,5.184,"I was hooked from the very first minute. I can't wait to see it again.","Positive","2026-02-13T18:23:51.684429Z"
4,"1","2026-02-13T18:24:44.823010Z",101,48.957,"It’s a weird mix of brilliance and stupidity. Great concept, but the execution was lazy. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-13T18:24:44.823109Z"
5,"1","2026-02-13T18:24:57.860340Z",102,9.251,"I struggled to sit through the first half. Nothing about the acting worked. I wouldn't recommend this to my worst enemy.","Negative","2026-02-13T18:24:57.860379Z"
6,"1","2026-02-13T18:25:18.930302Z",103,11.099,"I struggled to sit through the first half. The cinematography distracted me from everything else. Avoid this at all costs.","Negative","2026-02-13T18:25:18.930344Z"
7,"1","2026-02-13T18:25:49.212945Z",104,27.572,"I'm honestly still trying to process what I just saw. The acting was phenomenal, yet the CGI felt nonsensical. It left me puzzled.","Neutral","2026-02-13T18:25:49.213003Z"
8,"1","2026-02-13T18:25:59.724471Z",105,5.811,"A refreshing take on a tired genre. It perfectly balances humor and drama. A must-watch for fans of the genre.","Positive","2026-02-13T18:25:59.724516Z"
9,"1","2026-02-13T18:26:09.634920Z",106,7.454,"The visual effects were delightful and added so much depth. I was hooked from the very first minute.","Positive","2026-02-13T18:26:09.635053Z"
10,"1","2026-02-13T18:26:16.246082Z",107,3.742,"I couldn't get past the lazy character development. I tried to like it, I really did, but it failed.","Negative","2026-02-13T18:26:16.246123Z"
11,"1","2026-02-13T18:26:25.003928Z",108,4.564,"While the cinematography was good, the rest felt plain. I have mixed feelings about this one.","Neutral","2026-02-13T18:26:25.003996Z"
12,"1","2026-02-13T18:26:30.420016Z",109,3.704,"The lead actor delivered a delightful performance. Wow, just wow.","Positive","2026-02-13T18:26:30.420058Z"
13,"1","2026-02-13T18:26:35.856264Z",110,3.763,"The visuals were refreshing, but the story was dull. A strange experience overall.","Neutral","2026-02-13T18:26:35.856317Z"
14,"1","2026-02-13T18:28:06.845291Z",111,7.397,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as amateurish despite the phenomenal music. Your mileage may vary significantly.","Neutral","2026-02-13T18:28:06.845413Z"
