"annotation_id","annotator","created_at","id","lead_time","review","sentiment","updated_at"
28,"1","2026-02-10T10:28:42.683528Z",28,4.398,"Ideally, this should have been great, but something was off. I think I need to watch it again to decide.","Neutral","2026-02-10T10:28:42.683528Z"
29,"1","2026-02-10T10:28:46.126165Z",29,2.702,"What a complete waste of potential. It’s a hard pass from me.","Negative","2026-02-10T10:28:46.126165Z"
30,"1","2026-02-10T10:28:54.066335Z",30,7.128,"Great concept, but the execution was jarring. It’s a weird mix of brilliance and stupidity.","Neutral","2026-02-10T10:28:54.066335Z"
31,"1","2026-02-10T10:29:00.061486Z",31,4.937,"Ideally, this should have been great, but something was off. It tries to be deep, but comes off as amateurish despite the flawless music. I think I need to watch it again to decide.","Neutral","2026-02-10T10:29:00.061486Z"
32,"1","2026-02-10T10:36:16.748901Z",32,435.337,"This is a very difficult movie to categorize. The first half was intense, but the ending was tedious. Your mileage may vary significantly.","Neutral","2026-02-10T10:36:16.748901Z"
33,"1","2026-02-10T10:36:24.395458Z",33,6.75,"This is a very difficult movie to categorize. The first half was phenomenal, but the ending was cheap. It’s definitely not for everyone.","Neutral","2026-02-10T10:36:24.395458Z"
34,"1","2026-02-10T10:36:28.087398Z",34,2.658,"This might be the worst thing I've seen all year. The plot holes were glaring and the cinematography was pretentious. Avoid this at all costs.","Negative","2026-02-10T10:36:28.087398Z"
35,"1","2026-02-10T10:36:31.655949Z",35,2.747,"I am confused about how I feel. The first half was flawless, but the ending was nonsensical. I think I need to watch it again to decide.","Neutral","2026-02-10T10:36:31.655949Z"
36,"1","2026-02-10T10:36:36.301753Z",36,3.544,"The acting is fine, but the story arc is a bit formulaic. It was a decent way to kill an afternoon.","Negative","2026-02-10T10:36:36.301753Z"
37,"1","2026-02-10T10:36:41.095525Z",37,3.916,"It perfectly balances humor and drama. This movie is a triumph in every sense.","Positive","2026-02-10T10:36:41.095525Z"
38,"1","2026-02-10T10:36:44.913356Z",38,3.076,"A frustrating experience. Avoid this at all costs.","Negative","2026-02-10T10:36:44.914358Z"
39,"1","2026-02-10T10:36:53.886845Z",39,7.863,"A strange experience overall. While the editing shines, the rest is uninspired. It’s definitely not for everyone.","Neutral","2026-02-10T10:36:53.887851Z"
40,"1","2026-02-10T10:36:58.359296Z",40,3.393,"Every scene felt earned, and the opening scene was heartwarming. A cinematic masterpiece.","Positive","2026-02-10T10:36:58.359296Z"
41,"1","2026-02-10T10:37:07.126124Z",41,7.714,"Visually it's fine, but the editing is just adequate. It was a decent way to kill an afternoon.","Neutral","2026-02-10T10:37:07.126124Z"
42,"1","2026-02-10T10:37:11.925131Z",42,4.105,"Wow, just wow. I particularly loved how the pacing was handled. A must-watch for fans of the genre.","Positive","2026-02-10T10:37:11.925131Z"
43,"1","2026-02-10T10:37:19.583468Z",43,6.588,"The CGI was okay, but forgettable. I walked in with low expectations and they were met.","Positive","2026-02-10T10:37:19.583468Z"
44,"1","2026-02-10T10:42:01.047763Z",44,280.557,"Great concept, but the execution was clichéd. Ideally, this should have been great, but something was off.","Negative","2026-02-10T10:42:01.047763Z"
45,"1","2026-02-10T10:42:04.105913Z",45,2.402,"I am confused about how I feel. A polarizing experience for sure.","Neutral","2026-02-10T10:42:04.106932Z"
46,"1","2026-02-10T10:42:07.899614Z",46,3.106,"I tried to like it, I really did, but it failed. The cinematography distracted me from everything else. A complete misfire.","Negative","2026-02-10T10:42:07.899614Z"
47,"1","2026-02-10T10:42:14.716696Z",47,6.051,"It was... fine. It has some good moments, especially the costume design. It’s okay if you have nothing else to do.","Neutral","2026-02-10T10:42:14.716696Z"
48,"1","2026-02-10T10:42:21.827930Z",48,5.887,"This movie is a triumph in every sense. The visual effects were refreshing and added so much depth. A definitive 10/10.","Positive","2026-02-10T10:42:21.827930Z"
49,"1","2026-02-10T10:42:27.535199Z",49,4.956,"It felt like a rough draft that was never edited. I struggled to sit through the first half.","Negative","2026-02-10T10:42:27.535199Z"
50,"1","2026-02-10T10:42:33.246105Z",50,4.608,"Great concept, but the execution was jarring. I oscillated between loving and hating this film.","Neutral","2026-02-10T10:42:33.246105Z"
51,"1","2026-02-10T10:42:36.051510Z",51,1.916,"An absolute joy to watch from start to finish. Two thumbs way up.","Positive","2026-02-10T10:42:36.051510Z"
52,"1","2026-02-10T10:42:43.017791Z",52,5.883,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.","Neutral","2026-02-10T10:42:43.017791Z"
53,"1","2026-02-10T10:42:49.681540Z",53,5.847,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.","Negative","2026-02-10T10:42:49.681540Z"
54,"1","2026-02-10T10:42:54.177240Z",54,3.497,"Ideally, this should have been great, but something was off. It’s definitely not for everyone.","Negative","2026-02-10T10:42:54.177240Z"
55,"1","2026-02-10T10:42:57.542897Z",55,2.571,"Finally, a movie that respects the audience. Two thumbs way up.","Positive","2026-02-10T10:42:57.542897Z"
56,"1","2026-02-10T10:43:02.894451Z",56,4.416,"I oscillated between loving and hating this film. It’s definitely not for everyone.","Neutral","2026-02-10T10:43:02.894451Z"
57,"1","2026-02-10T10:43:09.325411Z",57,5.795,"I was completely blown away by this film. Don't miss this one.","Positive","2026-02-10T10:43:09.325411Z"
58,"1","2026-02-10T10:43:19.112726Z",58,8.946,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.","Positive","2026-02-10T10:43:19.112726Z"
59,"1","2026-02-10T10:43:22.668802Z",59,2.497,"Total garbage. A complete misfire.","Negative","2026-02-10T10:43:22.669810Z"
60,"1","2026-02-10T10:43:28.081312Z",60,4.522,"An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.","Negative","2026-02-10T10:43:28.081312Z"
61,"1","2026-02-10T10:43:32.009018Z",61,2.781,"Standard fare for this type of movie. Wait for it to come out on streaming.","Positive","2026-02-10T10:43:32.009018Z"
62,"1","2026-02-10T10:43:35.352430Z",62,2.501,"I have never been so bored in my life. Do not bother.","Negative","2026-02-10T10:43:35.352430Z"
63,"1","2026-02-10T10:43:39.996213Z",63,3.987,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.","Neutral","2026-02-10T10:43:39.996213Z"
64,"1","2026-02-10T10:43:53.750250Z",64,12.896,"It doesn't leave a lasting impression. It serves its purpose as popcorn filler.","Neutral","2026-02-10T10:43:53.750250Z"
65,"1","2026-02-10T10:44:06.666286Z",65,12.105,"It serves its purpose as popcorn filler. If you're bored, give it a shot.","Neutral","2026-02-10T10:44:06.666286Z"
66,"1","2026-02-10T10:44:14.336158Z",66,6.58,"Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.","Negative","2026-02-10T10:44:14.336158Z"
67,"1","2026-02-10T10:44:20.285656Z",67,5.175,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.","Neutral","2026-02-10T10:44:20.285656Z"
68,"1","2026-02-10T10:44:24.876483Z",68,3.514,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.","Neutral","2026-02-10T10:44:24.876483Z"
69,"1","2026-02-10T10:44:29.284867Z",69,3.655,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.","Positive","2026-02-10T10:44:29.284867Z"
70,"1","2026-02-10T10:44:33.993833Z",70,3.582,"The soundtrack was frankly disjointed. Total garbage.","Negative","2026-02-10T10:44:33.993833Z"
71,"1","2026-02-10T10:44:43.225119Z",71,8.041,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.","Neutral","2026-02-10T10:44:43.225119Z"
72,"1","2026-02-10T10:44:48.415300Z",72,4.409,"The direction was frankly uninspired. I want my two hours back.","Negative","2026-02-10T10:44:48.415300Z"
73,"1","2026-02-10T10:44:53.586333Z",73,4.104,"It has some good moments, especially the direction. I have mixed feelings about this one.","Neutral","2026-02-10T10:44:53.586333Z"
74,"1","2026-02-10T10:44:57.315747Z",74,2.986,"It perfectly balances humor and drama. I was completely blown away by this film.","Positive","2026-02-10T10:44:57.315747Z"
75,"1","2026-02-10T10:45:01.812044Z",75,3.405,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-10T10:45:01.812044Z"
76,"1","2026-02-10T10:45:07.567686Z",76,4.99,"A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.","Positive","2026-02-10T10:45:07.567686Z"
77,"1","2026-02-10T10:45:11.430033Z",77,3.183,"I didn't expect to enjoy this as much as I did. Highly recommended for everyone.","Positive","2026-02-10T10:45:11.430033Z"
78,"1","2026-02-10T10:45:14.991306Z",78,2.861,"Standard fare for this type of movie. Good for a one-time watch.","Positive","2026-02-10T10:45:14.991306Z"
79,"1","2026-02-10T10:45:19.333881Z",79,3.529,"The plot holes were glaring and the direction was lifeless. What a complete waste of potential.","Negative","2026-02-10T10:45:19.333881Z"
80,"1","2026-02-10T10:45:26.414460Z",80,6.045,"A strange experience overall. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-10T10:45:26.414460Z"
81,"1","2026-02-10T10:45:31.254419Z",81,4.14,"A strange experience overall. A polarizing experience for sure.","Positive","2026-02-10T10:45:31.254419Z"
82,"1","2026-02-10T10:45:34.948580Z",82,2.891,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.","Neutral","2026-02-10T10:45:34.948580Z"
83,"1","2026-02-10T10:45:39.869711Z",83,4.247,"I have mixed feelings about this one. 6/10 at best.","Neutral","2026-02-10T10:45:39.869711Z"
84,"1","2026-02-10T10:45:44.169127Z",84,3.163,"I struggled to sit through the first half. A complete misfire.","Negative","2026-02-10T10:45:44.169127Z"
85,"1","2026-02-10T10:45:47.608373Z",85,2.617,"An absolute joy to watch from start to finish. Highly recommended for everyone.","Positive","2026-02-10T10:45:47.608373Z"
86,"1","2026-02-10T10:45:52.603921Z",86,3.857,"A frustrating experience. Zero stars if I could give it.","Negative","2026-02-10T10:45:52.603921Z"
87,"1","2026-02-10T10:45:59.092951Z",87,5.708,"An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.","Negative","2026-02-10T10:45:59.092951Z"
88,"1","2026-02-10T10:46:05.398826Z",88,5.098,"It was... fine. It has some good moments, especially the character development. It is what it is.","Neutral","2026-02-10T10:46:05.398826Z"
89,"1","2026-02-10T10:46:08.340742Z",89,2.189,"An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.","Negative","2026-02-10T10:46:08.340742Z"
90,"1","2026-02-10T10:46:12.226213Z",90,2.727,"This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.","Positive","2026-02-10T10:46:12.226213Z"
91,"1","2026-02-10T10:46:17.676934Z",91,4.543,"The screenplay was okay, but forgettable. It was... fine.","Neutral","2026-02-10T10:46:17.676934Z"
92,"1","2026-02-10T10:46:23.802762Z",92,5.043,"A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.","Positive","2026-02-10T10:46:23.802762Z"
93,"1","2026-02-10T10:46:29.864873Z",93,5.294,"I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.","Positive","2026-02-10T10:46:29.864873Z"
94,"1","2026-02-10T10:46:34.523538Z",94,3.608,"It doesn't leave a lasting impression. Middle of the road entertainment.","Neutral","2026-02-10T10:46:34.524537Z"
95,"1","2026-02-10T10:46:42.539513Z",95,6.743,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.","Neutral","2026-02-10T10:46:42.539513Z"
96,"1","2026-02-10T10:46:47.904041Z",96,4.421,"While the lighting shines, the rest is convoluted. I am confused about how I feel.","Neutral","2026-02-10T10:46:47.904041Z"
97,"1","2026-02-10T10:46:53.967753Z",97,4.944,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.","Positive","2026-02-10T10:46:53.968424Z"
98,"1","2026-02-10T10:47:00.230614Z",98,5.447,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.","Neutral","2026-02-10T10:47:00.230614Z"
99,"1","2026-02-10T10:47:09.996884Z",99,8.763,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-10T10:47:09.996884Z"
100,"1","2026-02-10T10:47:18.443767Z",100,7.547,"I was hooked from the very first minute. I can't wait to see it again.","Positive","2026-02-10T10:47:18.443767Z"
