"annotation_id","annotator","created_at","id","lead_time","review","sentiment","updated_at"
21,"1","2026-02-15T12:16:51.435060Z",21,4.773,"I have mixed feelings about this one. You won't remember it a week from now.","Neutral","2026-02-15T12:16:51.435087Z"
22,"1","2026-02-15T12:17:28.029537Z",22,36.224,"I didn't expect to enjoy this as much as I did. It perfectly balances humor and drama. Do yourself a favor and go see this.","Positive","2026-02-15T12:17:28.029586Z"
23,"1","2026-02-15T12:17:38.949395Z",23,10.498,"The costume design distracted me from everything else. I struggled to sit through the first half.","Negative","2026-02-15T12:17:38.949425Z"
24,"1","2026-02-15T12:17:44.337450Z",24,5.021,"The visual effects were superb and added so much depth. This movie is a triumph in every sense.","Positive","2026-02-15T12:17:44.337480Z"
101,"1","2026-02-15T12:29:09.451677Z",25,13.043,"Wow, just wow. It perfectly balances humor and drama. A must-watch for fans of the genre.","Positive","2026-02-15T12:29:09.451708Z"
26,"1","2026-02-15T12:17:59.559425Z",26,5.634,"I have never been so bored in my life. Utterly disappointing.","Negative","2026-02-15T12:17:59.559454Z"
27,"1","2026-02-15T12:18:10.883881Z",27,10.939,"A refreshing take on a tired genre. Don't miss this one.","Positive","2026-02-15T12:18:10.883908Z"
28,"1","2026-02-15T12:19:12.336206Z",28,61.063,"Ideally, this should have been great, but something was off. I think I need to watch it again to decide.","Neutral","2026-02-15T12:19:12.336241Z"
29,"1","2026-02-15T12:19:47.777403Z",29,35.025,"What a complete waste of potential. It’s a hard pass from me.","Negative","2026-02-15T12:19:47.777433Z"
30,"1","2026-02-15T12:20:01.710999Z",30,13.551,"Great concept, but the execution was jarring. It’s a weird mix of brilliance and stupidity.","Neutral","2026-02-15T12:20:01.711029Z"
31,"1","2026-02-15T12:20:07.042586Z",31,4.993,"Ideally, this should have been great, but something was off. It tries to be deep, but comes off as amateurish despite the flawless music. I think I need to watch it again to decide.","Neutral","2026-02-15T12:20:07.042624Z"
32,"1","2026-02-15T12:20:16.354689Z",32,8.981,"This is a very difficult movie to categorize. The first half was intense, but the ending was tedious. Your mileage may vary significantly.","Neutral","2026-02-15T12:20:16.354717Z"
33,"1","2026-02-15T12:20:20.045848Z",33,3.369,"This is a very difficult movie to categorize. The first half was phenomenal, but the ending was cheap. It’s definitely not for everyone.","Neutral","2026-02-15T12:20:20.045875Z"
34,"1","2026-02-15T12:20:25.942314Z",34,5.569,"This might be the worst thing I've seen all year. The plot holes were glaring and the cinematography was pretentious. Avoid this at all costs.","Negative","2026-02-15T12:20:25.942343Z"
35,"1","2026-02-15T12:20:29.511639Z",35,3.212,"I am confused about how I feel. The first half was flawless, but the ending was nonsensical. I think I need to watch it again to decide.","Neutral","2026-02-15T12:20:29.511685Z"
36,"1","2026-02-15T12:20:34.203653Z",36,4.321,"The acting is fine, but the story arc is a bit formulaic. It was a decent way to kill an afternoon.","Neutral","2026-02-15T12:20:34.203681Z"
37,"1","2026-02-15T12:20:37.522939Z",37,2.957,"It perfectly balances humor and drama. This movie is a triumph in every sense.","Positive","2026-02-15T12:20:37.522969Z"
38,"1","2026-02-15T12:20:40.526458Z",38,2.672,"A frustrating experience. Avoid this at all costs.","Negative","2026-02-15T12:20:40.526496Z"
39,"1","2026-02-15T12:20:48.041592Z",39,7.136,"A strange experience overall. While the editing shines, the rest is uninspired. It’s definitely not for everyone.","Neutral","2026-02-15T12:20:48.041624Z"
40,"1","2026-02-15T12:20:52.095460Z",40,3.636,"Every scene felt earned, and the opening scene was heartwarming. A cinematic masterpiece.","Positive","2026-02-15T12:20:52.095492Z"
41,"1","2026-02-15T12:20:56.613353Z",41,4.132,"Visually it's fine, but the editing is just adequate. It was a decent way to kill an afternoon.","Positive","2026-02-15T12:20:56.613382Z"
42,"1","2026-02-15T12:21:00.032975Z",42,3.035,"Wow, just wow. I particularly loved how the pacing was handled. A must-watch for fans of the genre.","Positive","2026-02-15T12:21:00.033004Z"
43,"1","2026-02-15T12:21:03.562112Z",43,3.189,"The CGI was okay, but forgettable. I walked in with low expectations and they were met.","Neutral","2026-02-15T12:21:03.562140Z"
44,"1","2026-02-15T12:21:09.016698Z",44,5.108,"Great concept, but the execution was clichéd. Ideally, this should have been great, but something was off.","Neutral","2026-02-15T12:21:09.016724Z"
45,"1","2026-02-15T12:21:11.879938Z",45,2.442,"I am confused about how I feel. A polarizing experience for sure.","Neutral","2026-02-15T12:21:11.879967Z"
46,"1","2026-02-15T12:21:19.918011Z",46,7.68,"I tried to like it, I really did, but it failed. The cinematography distracted me from everything else. A complete misfire.","Neutral","2026-02-15T12:21:19.918037Z"
47,"1","2026-02-15T12:21:43.672541Z",47,5.74,"It was... fine. It has some good moments, especially the costume design. It’s okay if you have nothing else to do.","Positive","2026-02-15T12:21:43.672570Z"
48,"1","2026-02-15T12:21:47.143730Z",48,3.069,"This movie is a triumph in every sense. The visual effects were refreshing and added so much depth. A definitive 10/10.","Positive","2026-02-15T12:21:47.143757Z"
49,"1","2026-02-15T12:21:52.067559Z",49,4.525,"It felt like a rough draft that was never edited. I struggled to sit through the first half.","Negative","2026-02-15T12:21:52.067591Z"
50,"1","2026-02-15T12:21:56.701713Z",50,4.241,"Great concept, but the execution was jarring. I oscillated between loving and hating this film.","Neutral","2026-02-15T12:21:56.701742Z"
51,"1","2026-02-15T12:21:59.490056Z",51,2.409,"An absolute joy to watch from start to finish. Two thumbs way up.","Positive","2026-02-15T12:21:59.490096Z"
52,"1","2026-02-15T12:22:04.549560Z",52,4.707,"I'm honestly still trying to process what I just saw. The first half was heartwarming, but the ending was unbearable. Your mileage may vary significantly.","Neutral","2026-02-15T12:22:04.549588Z"
53,"1","2026-02-15T12:22:09.718043Z",53,4.807,"I tried to like it, I really did, but it failed. I couldn't get past the nonsensical soundtrack. I walked out halfway through.","Negative","2026-02-15T12:22:09.718072Z"
54,"1","2026-02-15T12:22:12.960890Z",54,2.865,"Ideally, this should have been great, but something was off. It’s definitely not for everyone.","Neutral","2026-02-15T12:22:12.960928Z"
55,"1","2026-02-15T12:22:16.327583Z",55,3.031,"Finally, a movie that respects the audience. Two thumbs way up.","Positive","2026-02-15T12:22:16.327614Z"
56,"1","2026-02-15T12:22:21.441891Z",56,4.786,"I oscillated between loving and hating this film. It’s definitely not for everyone.","Neutral","2026-02-15T12:22:21.441917Z"
57,"1","2026-02-15T12:22:24.227020Z",57,2.426,"I was completely blown away by this film. Don't miss this one.","Positive","2026-02-15T12:22:24.227052Z"
58,"1","2026-02-15T12:22:28.204819Z",58,3.648,"Finally, a movie that respects the audience. The lead actor delivered a flawless performance. It deserves all the awards it's getting.","Positive","2026-02-15T12:22:28.204862Z"
59,"1","2026-02-15T12:22:30.934487Z",59,2.368,"Total garbage. A complete misfire.","Negative","2026-02-15T12:22:30.934517Z"
60,"1","2026-02-15T12:22:36.134305Z",60,4.838,"An absolute train wreck of a movie. I couldn't get past the tedious score. Zero stars if I could give it.","Negative","2026-02-15T12:22:36.134337Z"
61,"1","2026-02-15T12:22:42.070881Z",61,5.616,"Standard fare for this type of movie. Wait for it to come out on streaming.","Neutral","2026-02-15T12:22:42.070909Z"
62,"1","2026-02-15T12:22:44.830260Z",62,2.444,"I have never been so bored in my life. Do not bother.","Negative","2026-02-15T12:22:44.830288Z"
63,"1","2026-02-15T12:22:50.854415Z",63,5.67,"The acting was touching, yet the dialogue felt nonsensical. I oscillated between loving and hating this film.","Neutral","2026-02-15T12:22:50.854445Z"
64,"1","2026-02-15T12:22:55.871993Z",64,4.654,"It doesn't leave a lasting impression. It serves its purpose as popcorn filler.","Neutral","2026-02-15T12:22:55.872022Z"
65,"1","2026-02-15T12:22:59.903032Z",65,3.604,"It serves its purpose as popcorn filler. If you're bored, give it a shot.","Neutral","2026-02-15T12:22:59.903061Z"
66,"1","2026-02-15T12:23:05.657570Z",66,5.355,"Standard fare for this type of movie. It doesn't leave a lasting impression. 6/10 at best.","Neutral","2026-02-15T12:23:05.657600Z"
67,"1","2026-02-15T12:23:09.479200Z",67,3.435,"I walked in with low expectations and they were met. While the story arc was good, the rest felt so-so. Acceptable, but forgettable.","Neutral","2026-02-15T12:23:09.479226Z"
68,"1","2026-02-15T12:23:13.038200Z",68,6.564,"It was... fine. It follows the standard formula without taking risks. If you're bored, give it a shot.","Neutral","2026-02-15T12:23:19.220892Z"
69,"1","2026-02-15T12:23:36.967009Z",69,4.887,"It managed to be flawless without trying too hard. Finally, a movie that respects the audience.","Positive","2026-02-15T12:23:36.967051Z"
70,"1","2026-02-15T12:23:42.512309Z",70,5.193,"The soundtrack was frankly disjointed. Total garbage.","Negative","2026-02-15T12:23:42.512355Z"
71,"1","2026-02-15T12:23:47.123584Z",71,4.234,"Great concept, but the execution was clichéd. I'm honestly still trying to process what I just saw.","Neutral","2026-02-15T12:23:47.123616Z"
72,"1","2026-02-15T12:23:52.302383Z",72,4.791,"The direction was frankly uninspired. I want my two hours back.","Negative","2026-02-15T12:23:52.302412Z"
73,"1","2026-02-15T12:23:58.118811Z",73,5.472,"It has some good moments, especially the direction. I have mixed feelings about this one.","Neutral","2026-02-15T12:23:58.118837Z"
74,"1","2026-02-15T12:24:01.502982Z",74,2.977,"It perfectly balances humor and drama. I was completely blown away by this film.","Positive","2026-02-15T12:24:01.503009Z"
75,"1","2026-02-15T12:24:06.280124Z",75,4.378,"I'm honestly still trying to process what I just saw. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-15T12:24:06.280169Z"
76,"1","2026-02-15T12:24:09.992511Z",76,3.27,"A cinematic masterpiece. The visual effects were superb and added so much depth. Do yourself a favor and go see this.","Positive","2026-02-15T12:24:09.992542Z"
77,"1","2026-02-15T12:24:14.456229Z",77,4.071,"I didn't expect to enjoy this as much as I did. Highly recommended for everyone.","Positive","2026-02-15T12:24:14.456262Z"
78,"1","2026-02-15T12:24:19.230662Z",78,4.387,"Standard fare for this type of movie. Good for a one-time watch.","Neutral","2026-02-15T12:24:19.230694Z"
79,"1","2026-02-15T12:24:23.904301Z",79,4.2,"The plot holes were glaring and the direction was lifeless. What a complete waste of potential.","Neutral","2026-02-15T12:24:23.904349Z"
102,"1","2026-02-15T12:29:31.726409Z",80,15.309000000000001,"A strange experience overall. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-15T12:29:31.726439Z"
81,"1","2026-02-15T12:24:46.487213Z",81,7.549,"A strange experience overall. A polarizing experience for sure.","Positive","2026-02-15T12:24:46.487243Z"
82,"1","2026-02-15T12:24:50.813192Z",82,3.968,"I am confused about how I feel. It tries to be deep, but comes off as clichéd despite the refreshing music. I think I need to watch it again to decide.","Neutral","2026-02-15T12:24:50.813220Z"
83,"1","2026-02-15T12:24:54.620608Z",83,3.431,"I have mixed feelings about this one. 6/10 at best.","Neutral","2026-02-15T12:24:54.620638Z"
84,"1","2026-02-15T12:24:59.565026Z",84,4.557,"I struggled to sit through the first half. A complete misfire.","Negative","2026-02-15T12:24:59.565057Z"
85,"1","2026-02-15T12:25:03.300978Z",85,3.349,"An absolute joy to watch from start to finish. Highly recommended for everyone.","Positive","2026-02-15T12:25:03.301025Z"
86,"1","2026-02-15T12:25:06.814648Z",86,3.169,"A frustrating experience. Zero stars if I could give it.","Negative","2026-02-15T12:25:06.814677Z"
87,"1","2026-02-15T12:25:10.587684Z",87,3.293,"An absolute train wreck of a movie. Nothing about the opening scene worked. I wouldn't recommend this to my worst enemy.","Negative","2026-02-15T12:25:10.587715Z"
88,"1","2026-02-15T12:25:15.466046Z",88,4.488,"It was... fine. It has some good moments, especially the character development. It is what it is.","Positive","2026-02-15T12:25:15.466077Z"
89,"1","2026-02-15T12:25:20.646438Z",89,4.832,"An absolute train wreck of a movie. The dialogue distracted me from everything else. Zero stars if I could give it.","Negative","2026-02-15T12:25:20.646464Z"
90,"1","2026-02-15T12:25:23.917937Z",90,2.883,"This movie is a triumph in every sense. The lead actor delivered a memorable performance. Don't miss this one.","Positive","2026-02-15T12:25:23.917967Z"
91,"1","2026-02-15T12:25:26.812453Z",91,2.548,"The screenplay was okay, but forgettable. It was... fine.","Neutral","2026-02-15T12:25:26.812479Z"
92,"1","2026-02-15T12:25:29.739931Z",92,2.562,"A cinematic masterpiece. The lead actor delivered a gripping performance. I will be thinking about this for days.","Positive","2026-02-15T12:25:29.739961Z"
93,"1","2026-02-15T12:25:33.668296Z",93,3.593,"I was hooked from the very first minute. It managed to be vibrant without trying too hard. I can't wait to see it again.","Positive","2026-02-15T12:25:33.668322Z"
94,"1","2026-02-15T12:25:37.417185Z",94,3.37,"It doesn't leave a lasting impression. Middle of the road entertainment.","Neutral","2026-02-15T12:25:37.417214Z"
95,"1","2026-02-15T12:25:44.208919Z",95,6.358,"It’s a weird mix of brilliance and stupidity. It tries to be deep, but comes off as jarring despite the iconic music. It’s definitely not for everyone.","Neutral","2026-02-15T12:25:44.208946Z"
96,"1","2026-02-15T12:25:53.134360Z",96,8.498,"While the lighting shines, the rest is convoluted. I am confused about how I feel.","Neutral","2026-02-15T12:25:53.134402Z"
97,"1","2026-02-15T12:25:57.937612Z",97,4.401,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is tedious. A polarizing experience for sure.","Neutral","2026-02-15T12:25:57.937642Z"
98,"1","2026-02-15T12:26:02.915002Z",98,4.627,"The acting is fine, but the costume design is a bit middle-of-the-road. It’s not a masterpiece, but it’s not a disaster either.","Neutral","2026-02-15T12:26:02.915029Z"
99,"1","2026-02-15T12:26:08.160469Z",99,4.887,"It’s a weird mix of brilliance and stupidity. While the screenplay shines, the rest is forgetable. I respect the ambition, even if it didn't fully land.","Neutral","2026-02-15T12:26:08.160500Z"
100,"1","2026-02-15T12:26:11.387121Z",100,2.854,"I was hooked from the very first minute. I can't wait to see it again.","Positive","2026-02-15T12:26:11.387151Z"
